"id","name","category_code","disease_code","created_at","updated_at"
"3100","H430 - Prolapso del Vitreo","H43","0",,
"3101","H431 - Hemorragia del Vitreo","H43","1",,
"3102","H432 - Depositos Cristalinos en el Cuerpo Vitreo","H43","2",,
"3103","H433 - Otras Opacidades Vitreas","H43","3",,
"3104","H438 - Otros Trastornos del Cuerpo Vitreo","H43","8",,
"3105","H439 - Trastorno del Cuerpo Vitreo, no Especificado","H43","9",,
"3106","H440 - Endoftalmitis Purulenta","H44","0",,
"3107","H441 - Otras Endoftalmitis","H44","1",,
"3108","H442 - Miopia Degenerativa","H44","2",,
"3109","H443 - Otros Trastornos Degenerativos del Globo Ocular","H44","3",,
"3110","H444 - Hipotonia Ocular","H44","4",,
"3111","H445 - Afecciones degenerativas del Globo Ocular","H44","5",,
"3112","H446 - Retencion Intraocular de Cuerpo Extrano Magnetico (Antiguo)","H44","6",,
"3113","H447 - Retencion Intraocular de Cuerpo Extrano no Magnetico (Antiguo)","H44","7",,
"3114","H448 - Otros Trastornos del Globo Ocular","H44","8",,
"3115","H449 - Trastorno del Globo Ocular, no Especificado","H44","9",,
"3116","H450 - Hemorragia del Vitreo en Enfermedades Clasificadas en otra parte","H45","0",,
"3117","H451 - Endoftalmitis en Enfermedades Clasificadas en otra parte","H45","1",,
"3118","H458 - Otros Trastornos del Cuerpo Vitreo y del Globo Ocular en Enfermedades Clasificadas en Ot","H45","8",,
"3119","H46X - Neuritis Optica","H46","X",,
"3120","H470 - Trastornos del Nervio Optico, no Clasificados en otra parte","H47","0",,
"3121","H471 - Papiledema, no Especificado","H47","1",,
"3122","H472 - Atrofia Optica","H47","2",,
"3123","H473 - Otros Trastornos del Disco Optico","H47","3",,
"3124","H474 - Trastornos del Quiasma Optico","H47","4",,
"3125","H475 - Trastornos de otras Vias Opticas","H47","5",,
"3126","H476 - Trastornos de la Corteza Visual","H47","6",,
"3127","H477 - Trastorno de las Vias Opticas, no Especificado","H47","7",,
"3128","H480 - Atrofia Optica en Enfermedades Clasificadas en otra parte","H48","0",,
"3129","H481 - Neuritis Retrobulbar en Enfermedades Clasificadas en otra parte","H48","1",,
"3130","H488 - Otros Trastornos del Nervio Optico y de las Vias Opticas en Enfermedades Clasificadas en","H48","8",,
"3131","H490 - Paralisis del Nervio Motor Ocular Comun [III Par]","H49","0",,
"3132","H491 - Paralisis del Nervio Patetico [IV Par]","H49","1",,
"3133","H492 - Paralisis del Nervio Motor Ocular Externo [VI Par]","H49","2",,
"3134","H493 - Oftalmoplejia Total (Externa)","H49","3",,
"3135","H494 - Oftalmoplejia Externa Progresiva","H49","4",,
"3136","H498 - Otros Estrabismos Paraliticos","H49","8",,
"3137","H499 - Estrabismo Paralitico, no Especificado","H49","9",,
"3138","H500 - Estrabismo Concomitante Convergente","H50","0",,
"3139","H501 - Estrabismo Concomitante divergente","H50","1",,
"3140","H502 - Estrabismo Vertical","H50","2",,
"3141","H503 - Heterotropia Intermitente","H50","3",,
"3142","H504 - Otras Heterotropias o las no Especificadas","H50","4",,
"3143","H505 - Heteroforia","H50","5",,
"3144","H506 - Estrabismo Mecanico","H50","6",,
"3145","H508 - Otros Estrabismos Especificados","H50","8",,
"3146","H509 - Estrabismo, no Especificado","H50","9",,
"3147","H510 - Paralisis de la Conjugacion de la Mirada","H51","0",,
"3148","H511 - Exceso e Insuficiencia de la Convergencia Ocular","H51","1",,
"3149","H512 - Oftalmoplejia Internuclear","H51","2",,
"3150","H518 - Otros Trastornos Especificados de los Movimientos Binoculares","H51","8",,
"3151","H519 - Trastorno del Movimiento Binocular, no Especificado","H51","9",,
"3152","H520 - Hipermetropia","H52","0",,
"3153","H521 - Miopia","H52","1",,
"3154","H522 - Astigmatismo","H52","2",,
"3155","H523 - Anisometropia y Aniseiconia","H52","3",,
"3156","H524 - Presbicia","H52","4",,
"3157","H525 - Trastornos de la Acomodacion","H52","5",,
"3158","H526 - Otros Trastornos de la Refraccion","H52","6",,
"3159","H527 - Trastorno de la Refraccion, no Especificado","H52","7",,
"3160","H530 - Ambliopia Ex Anopsia","H53","0",,
"3161","H531 - Alteraciones Visuales Subjetivas","H53","1",,
"3162","H532 - Diplopia","H53","2",,
"3163","H533 - Otros Trastornos de la Vision Binocular","H53","3",,
"3164","H534 - Defectos del Campo Visual","H53","4",,
"3165","H535 - Deficiencia de la Vision Cromatica","H53","5",,
"3166","H536 - Ceguera Nocturna","H53","6",,
"3167","H538 - Otras Alteraciones Visuales","H53","8",,
"3168","H539 - Alteracion Visual, no Especificada","H53","9",,
"3169","H540 - Ceguera binocular","H54","0",,
"3170","H541 - Discapacidad visual grave, binocular","H54","1",,
"3171","H542 - Discapacidad visual moderada, binocular","H54","2",,
"3172","H543 - Discapacidad visual leve o inexistente, binocular","H54","3",,
"3173","H544 - Ceguera monocular","H54","4",,
"3174","H545 - Discapcidad visual grave, monocular","H54","5",,
"3175","H546 - Discapacidad visual moderada, monocular","H54","6",,
"3176","H547 - Disminucion de la Agudeza Visual sin Especificacion","H54","7",,
"3177","H549 - Discapacidad visual no especificada (binocular)","H54","9",,
"3178","H55X - Nistagmo y otros Movimientos Oculares Irregulares","H55","X",,
"3179","H570 - Anomalias de la Funcion Pupilar","H57","0",,
"3180","H571 - Dolor Ocular","H57","1",,
"3181","H578 - Otros Trastornos Especificados del Ojo y sus Anexos","H57","8",,
"3182","H579 - Trastorno del Ojo y sus Anexos, no Especificado","H57","9",,
"3183","H580 - Anomalias de la Funcion Pupilar en Enfermedades Clasificadas en otra parte","H58","0",,
"3184","H581 - Alteraciones de la Vision en Enfermedades Clasificadas en otra parte","H58","1",,
"3185","H588 - Otros Trastornos Especificados del Ojo en Enfermedades Clasificadas en otra parte","H58","8",,
"3186","H590 - Sindrome Vitreo Consecutivo a Cirugia de Catarata","H59","0",,
"3187","H598 - Otros Trastornos del Ojo y sus Anexos, Consecutivos a Procedimientos","H59","8",,
"3188","H599 - Trastorno no Especificado del Ojo y sus Anexos, Consecutivo a Procedimientos","H59","9",,
"3189","H600 - Absceso del Oido Externo","H60","0",,
"3190","H601 - Celulitis del Oido Externo","H60","1",,
"3191","H602 - Otitis Externa Maligna","H60","2",,
"3192","H603 - Otras Otitis Externas Infecciosas","H60","3",,
"3193","H604 - Colesteatoma del Oido Externo","H60","4",,
"3194","H605 - Otitis Externa Aguda, no Infecciosa","H60","5",,
"3195","H608 - Otras Otitis Externas","H60","8",,
"3196","H609 - Otitis Externa, sin otra Especificacion","H60","9",,
"3197","H610 - Pericondritis del Oido Externo","H61","0",,
"3198","H611 - Afecciones no Infecciosas del Pabellon Auditivo","H61","1",,
"3199","H612 - Cerumen Impactado","H61","2",,
"3200","H613 - Estenosis Adquirida del Conducto Auditivo Externo","H61","3",,
"3201","H618 - Otros Trastornos Especificados del Oido Externo","H61","8",,
"3202","H619 - Trastorno del Oido Externo, no Especificado","H61","9",,
"3203","H620 - Otitis Externa en Enfermedades Bacterianas Clasificadas en otra parte","H62","0",,
"3204","H621 - Otitis Externa en Enfermedades Virales Clasificadas en otra parte","H62","1",,
"3205","H622 - Otitis Externa en Micosis","H62","2",,
"3206","H623 - Otitis Externa en otras Enfermedades Infecciosas y Parasitarias Clasificadas en otra Par","H62","3",,
"3207","H624 - Otitis Externa en otras Enfermedades Clasificadas en otra parte","H62","4",,
"3208","H628 - Otros Trastornos del Oido Externo en Enfermedades Clasificadas en otra parte","H62","8",,
"3209","H650 - Otitis Media Aguda Serosa","H65","0",,
"3210","H651 - Otitis Media Aguda no Supurada","H65","1",,
"3211","H652 - Otitis Media Cronica Serosa","H65","2",,
"3212","H653 - Otitis Media Cronica Mucoide","H65","3",,
"3213","H654 - Otras Otitis Medias Cronicas no Supurativas","H65","4",,
"3214","H659 - Otitis Media no Supurativa, sin otra Especificacion","H65","9",,
"3215","H660 - Otitis Media Aguda Supurada","H66","0",,
"3216","H661 - Otitis Media Tubotimpanica Supurativa Cronica","H66","1",,
"3217","H662 - Otitis Media Supurativa Cronica Aticoantral","H66","2",,
"3218","H663 - Otras Otitis Medias Cronicas Supurativas","H66","3",,
"3219","H664 - Otitis Media Supurativa, sin otra Especificacion","H66","4",,
"3220","H669 - Otitis Media Aguda y Subaguda sin Especificaicon","H66","9",,
"3221","H670 - Otitis Media en Enfermedades Bacterianas Clasificadas en otra parte","H67","0",,
"3222","H671 - Otitis Media en Enfermedades Virales Clasificadas en otra parte","H67","1",,
"3223","H678 - Otitis Media en otras Enfermedades Clasificadas en otra parte","H67","8",,
"3224","H680 - Salpingitis Eustaquiana","H68","0",,
"3225","H681 - Obstruccion de la Trompa de Eustaquio","H68","1",,
"3226","H690 - Distension de la Trompa de Eustaquio","H69","0",,
"3227","H698 - Otros Trastornos Especificados de la Trompa de Eustaquio","H69","8",,
"3228","H699 - Trastorno de la Trompa de Eustaquio, no Especificado","H69","9",,
"3229","H700 - Mastoiditis Aguda","H70","0",,
"3230","H701 - Mastoiditis Cronica","H70","1",,
"3231","H702 - Petrositis","H70","2",,
"3232","H708 - Otras Mastoiditis y Afecciones Relacionadas","H70","8",,
"3233","H709 - Mastoiditis","H70","9",,
"3234","H71X - Colesteatoma del Oido Medio","H71","X",,
"3235","H720 - Perforacion Central de la Membrana Timpanica","H72","0",,
"3236","H721 - Perforacion Atica de la Membrana Timpanica","H72","1",,
"3237","H722 - Otras Perforaciones Marginales de la Membrana Timpanica","H72","2",,
"3238","H728 - Otras Perforaciones de la Membrana Timpanica","H72","8",,
"3239","H729 - Perforacion de la Membrana Timpanica, sin otra Especificacion","H72","9",,
"3240","H730 - Miringitis Aguda","H73","0",,
"3241","H731 - Miringitis Cronica","H73","1",,
"3242","H738 - Otros Trastornos Especificados de la Membrana Timpanica","H73","8",,
"3243","H739 - Trastorno de la Membrana Timpanica, no Especificado","H73","9",,
"3244","H740 - Timpanosclerosis","H74","0",,
"3245","H741 - Enfermedad Adhesiva del Oido Medio","H74","1",,
"3246","H742 - Discontinuidad y dislocacion de los Huesecillos del Oido","H74","2",,
"3247","H743 - Otras Anormalidades Adquiridas de los Huesecillos del Oido","H74","3",,
"3248","H744 - Polipo del Oido Medio","H74","4",,
"3249","H748 - Otros Trastornos Especificados del Oido Medio y de la Apofisis Mastoides","H74","8",,
"3250","H749 - Trastorno del Oido Medio y de la Apofisis Mastoides, no Especificado","H74","9",,
"3251","H750 - Mastoiditis en Enfermedades Infecciosas y Parasitarias Clasificadas en otra parte","H75","0",,
"3252","H758 - Otros Trastornos Especificados del Oido Medio y de la Apofisis Mastoides en Enfermedades","H75","8",,
"3253","H800 - Otosclerosis que afecta la Ventana Oval, no Obliterante","H80","0",,
"3254","H801 - Otosclerosis que afecta la Ventana Oval, Obliterante","H80","1",,
"3255","H802 - Otosclerosis Coclear","H80","2",,
"3256","H808 - Otras Otosclerosis","H80","8",,
"3257","H809 - Otosclerosis, no Especificada","H80","9",,
"3258","H810 - Enfermedad de MeniÑre","H81","0",,
"3259","H811 - Vertigo Paroxistico Benigno","H81","1",,
"3260","H812 - Neuronitis Vestibular","H81","2",,
"3261","H813 - Otros Vertigos Perifericos","H81","3",,
"3262","H814 - Vertigo de Origen Central","H81","4",,
"3263","H818 - Otros Trastornos de la Funcion Vestibular","H81","8",,
"3264","H819 - Trastorno de la Funcion Vestibular, no Especificado","H81","9",,
"3265","H82X - Sindromes Vertiginosos en Enfermedades Clasificadas en otra parte","H82","X",,
"3266","H830 - Laberintitis","H83","0",,
"3267","H831 - Fistula del Laberinto","H83","1",,
"3268","H832 - Disfuncion del Laberinto","H83","2",,
"3269","H833 - Efectos del Ruido sobre el Oido Interno","H83","3",,
"3270","H838 - Otros Trastornos Especificados del Oido Interno","H83","8",,
"3271","H839 - Trastorno del Oido Interno, no Especificado","H83","9",,
"3272","H900 - Hipoacusia Conductiva Bilateral","H90","0",,
"3273","H901 - Hipoacusia Conductiva, Unilateral con Audicion Irrestricta Contralateral","H90","1",,
"3274","H902 - Hipoacusia Conductiva, sin otra Especificacion","H90","2",,
"3275","H903 - Hipoacusia Neurosensorial, Bilateral","H90","3",,
"3276","H904 - Hipoacusia Neurosensorial, Unilateral con Audicion Irrestricta Contralateral","H90","4",,
"3277","H905 - Hipoacusia Neurosensorial, sin otra Especificacion","H90","5",,
"3278","H906 - Hipoacusia Mixta Conductiva y Neurosensorial, Bilateral","H90","6",,
"3279","H907 - Hipoacusia Mixta Conductiva y Neurosensorial, Unilateral con Audicion Irrestricta Contra","H90","7",,
"3280","H908 - Hipoacusia Mixta Conductiva y Neurosensorial, no Especificada","H90","8",,
"3281","H910 - Hipoacusia Ototoxica","H91","0",,
"3282","H911 - Presbiacusia","H91","1",,
"3283","H912 - Hipoacusia Subita Idiopatica","H91","2",,
"3284","H913 - Sordomudez, no Clasificada en otra parte","H91","3",,
"3285","H918 - Otras Hipoacusias Especificadas","H91","8",,
"3286","H919 - Disminucion de la Agudeza Auditiva sin Especificacion","H91","9",,
"3287","H920 - Otalgia","H92","0",,
"3288","H921 - Otorrea","H92","1",,
"3289","H922 - Otorragia","H92","2",,
"3290","H930 - Trastornos Degenerativos y Vasculares del Oido","H93","0",,
"3291","H931 - Tinnitus","H93","1",,
"3292","H932 - Otras Percepciones Auditivas Anormales","H93","2",,
"3293","H933 - Trastornos del Nervio Auditivo","H93","3",,
"3294","H938 - Otros Trastornos Especificados del Oido","H93","8",,
"3295","H939 - Trastorno del Oido, no Especificado","H93","9",,
"3296","H940 - Neuritis del Nervio Auditivo en Enfermedades Infecciosas y Parasitarias Clasificadas en","H94","0",,
"3297","H948 - Otros Trastornos Especificados del Oido en Enfermedades Clasificadas en otra parte","H94","8",,
"3298","H950 - Colesteatoma Recurrente de la Cavidad Resultante de la Mastoidectomia","H95","0",,
"3299","H951 - Otros Trastornos Posteriores a la Mastoidectomia","H95","1",,
"3300","H958 - Otros Trastornos del Oido y de la Apofisis Mastoides, Consecutivos a Procedimientos","H95","8",,
"3301","H959 - Trastornos no Especificados del Oido y de la Apofisis Mastoides, Consecutivos a Procedim","H95","9",,
"3302","I00X - Fiebre Reumatica sin Mencion de Complicacion Cardiaca","I00","X",,
"3303","I010 - Pericarditis Reumatica Aguda","I01","0",,
"3304","I011 - Endocarditis Reumatica Aguda","I01","1",,
"3305","I012 - Miocarditis Reumatica Aguda","I01","2",,
"3306","I018 - Otras Enfermedades Reumaticas Agudas del Corazon","I01","8",,
"3307","I019 - Enfermedad Reumatica Aguda del Corazon, no Especificada","I01","9",,
"3308","I020 - Corea Reumatica con Complicacion Cardiaca","I02","0",,
"3309","I029 - Corea Reumatica sin Mencion de Complicacion Cardiaca","I02","9",,
"3310","I050 - Estenosis Mitral","I05","0",,
"3311","I051 - Insuficiencia Mitral Reumatica","I05","1",,
"3312","I052 - Estenosis Mitral con Insuficiencia","I05","2",,
"3313","I058 - Otras Enfermedades de la Valvula Mitral","I05","8",,
"3314","I059 - Enfermedad Valvular Mitral, no Especificada","I05","9",,
"3315","I060 - Estenosis Aortica Reumatica","I06","0",,
"3316","I061 - Insuficiencia Aortica Reumatica","I06","1",,
"3317","I062 - Estenosis Aortica Reumatica con Insuficiencia","I06","2",,
"3318","I068 - Otras Enfermedades Reumaticas de la Valvula Aortica","I06","8",,
"3319","I069 - Enfermedad Valvular Aortica Reumatica, no Especificada","I06","9",,
"3320","I070 - Estenosis Tricuspide","I07","0",,
"3321","I071 - Insuficiencia Tricuspide","I07","1",,
"3322","I072 - Estenosis e Insuficiencia Tricuspide","I07","2",,
"3323","I078 - Otras Enfermedades de la Valvula Tricuspide","I07","8",,
"3324","I079 - Enfermedad de la Valvula Tricuspide, no Especificada","I07","9",,
"3325","I080 - Trastornos de las Valvulas Mitral y Aortica","I08","0",,
"3326","I081 - Trastornos de las Valvulas Mitral y Tricuspide","I08","1",,
"3327","I082 - Trastornos de las Valvulas Aortica y Tricuspide","I08","2",,
"3328","I083 - Trastornos Combinados de las Valvulas Mitral, Tricuspide y Aortica","I08","3",,
"3329","I088 - Otras Enfermedades de Multiples Valvulas","I08","8",,
"3330","I089 - Enfermedad de Multiples Valvulas, no Especificada","I08","9",,
"3331","I090 - Miocarditis Reumatica","I09","0",,
"3332","I091 - Enfermedades Reumaticas del Endocardio, Valvula no Especificada","I09","1",,
"3333","I092 - Pericarditis Reumatica Cronica","I09","2",,
"3334","I098 - Otras Enfermedades Reumaticas Especificadas del Corazon","I09","8",,
"3335","I099 - Enfermedad Reumatica del Corazon, no Especificada","I09","9",,
"3336","I10X - Hipertension Esencial (Primaria)","I10","X",,
"3337","I110 - Enfermedad Cardiaca Hipertensiva con Insuficiencia Cardiaca (Congestiva)","I11","0",,
"3338","I119 - Enfermedad Cardiaca Hipertensiva sin Insuficiencia Cardiaca (Congestiva)","I11","9",,
"3339","I120 - Enfermedad Renal Hipertensiva con Insuficiencia Renal","I12","0",,
"3340","I129 - Enfermedad Renal Hipertensiva sin Insuficiencia Renal","I12","9",,
"3341","I130 - Enfermedad Cardiorrenal Hipertensiva con Insuficiencia Cardiaca (Congestiva)","I13","0",,
"3342","I131 - Enfermedad Cardiorrenal Hipertensiva con Insuficiencia Renal","I13","1",,
"3343","I132 - Enfermedad Cardiorrenal Hipertensiva con Insuficiencia Cardiaca (Congestiva) e Insuficie","I13","2",,
"3344","I139 - Enfermedad Cardiorrenal Hipertensiva, no Especificada","I13","9",,
"3345","I150 - Hipertension Renovascular","I15","0",,
"3346","I151 - Hipertension Secundaria a otros Trastornos Renales","I15","1",,
"3347","I152 - Hipertension Secundaria a Trastornos Endocrinos","I15","2",,
"3348","I158 - Otros Tipos de Hipertension Secundaria","I15","8",,
"3349","I159 - Hipertension Secundaria, no Especificada","I15","9",,
"3350","I200 - Angina Inestable","I20","0",,
"3351","I201 - Angina de Pecho con Espasmo documentado","I20","1",,
"3352","I208 - Otras Formas Especificadas de Angina de Pecho","I20","8",,
"3353","I209 - Angina de Pecho, no Especificada","I20","9",,
"3354","I210 - Infarto Transmural Agudo del Miocardio de la Pared Anterior","I21","0",,
